KEI-NISHIKORI,44.0,0.2634920634920635
GRIGOR-DIMITROV,68.0,0.3107822410147992
MILOS-RAONIC,43.0,0.31587301587301586
STAN-WAWRINKA,37.0,0.34581105169340465
RAFAEL-NADAL,79.0,0.32255892255892255
KYLE-EDMUND,60.0,0.21116138763197587
JORDAN-THOMPSON,32.0,0.22167487684729065
DOMINIC-THIEM,74.0,0.2757619738751814
DIEGO-SCHWARTZMAN,65.0,0.2684766214177979
VIKTOR-TROICKI,51.0,0.22692307692307692
JARED-DONALDSON,57.0,0.19227053140096617
SAM-GROTH,12.0,0.15151515151515152
MISCHA-ZVEREV,63.0,0.1926530612244898
LUCAS-POUILLE,54.0,0.24743589743589745
NICOLAS-MAHUT,38.0,0.173109243697479
DAVID-FERRER,46.0,0.2761904761904762
ALEXANDR-DOLGOPOLOV,56.0,0.22695035460992907
GILLES-SIMON,40.0,0.24761904761904763
STEVE-JOHNSON,52.0,0.23536585365853657
BERNARD-TOMIC,32.0,0.20689655172413793
GILLES-MULLER,50.0,0.2026578073089701
ERNESTO-ESCOBEDO,44.0,0.11033681765389082
PIERRE-HUGUES-HERBERT,43.0,0.1678520625889047
STEPHANE-ROBERT,16.0,0.24175824175824176
SAM-QUERREY,55.0,0.23847517730496454
ELIAS-YMER,19.0,0.0457516339869281
YOSHIHITO-NISHIOKA,22.0,0.14035087719298245
ALEX-DE-MINAUR,16.0,0.15833333333333333
TIM-SMYCZEK,35.0,0.06628787878787878
JOHN-PATRICK-SMITH,18.0,0.0392156862745098
FRANCES-TIAFOE,38.0,0.14204545454545456
IVAN-DODIG,17.0,0.09166666666666666
MIKHAIL-KUKUSHKIN,39.0,0.13109243697478992
RYAN-HARRISON,48.0,0.20853658536585365
GO-SOEDA,10.0,0.044444444444444446
RAJEEV-RAM,15.0,0.13186813186813187
ANDREW-WHITTINGTON,15.0,0.06666666666666667
BJORN-FRATANGELO,34.0,0.0846774193548387
STEFAN-KOZLOV,25.0,0.1341991341991342
TOBIAS-KAMKE,22.0,0.12554112554112554
DANIIL-MEDVEDEV,48.0,0.20044296788482835
ROBERTO-BAUTISTA-AGUT,68.0,0.2461038961038961
BENOIT-PAIRE,62.0,0.2111756168359942
DUDI-SELA,30.0,0.24216524216524216
MIKHAIL-YOUZHNY,44.0,0.13902439024390245
ALBERT-RAMOS-VINOLAS,63.0,0.2310204081632653
ALJAZ-BEDENE,45.0,0.18571428571428572
JOZEF-KOVALIK,27.0,0.050724637681159424
MARIN-CILIC,65.0,0.25809435707678074
ROGERIO-DUTRA-SILVA,41.0,0.1253968253968254
STEVE-DARCIS,38.0,0.2014260249554367
MARTIN-KLIZAN,27.0,0.19
YUKI-BHAMBRI,17.0,0.075
RENZO-OLIVO,33.0,0.1592741935483871
YEN-HSUN-LU,25.0,0.14285714285714285
HYEON-CHUNG,48.0,0.2097560975609756
KONSTANTIN-KRAVCHUK,16.0,0.16666666666666666
BORNA-CORIC,53.0,0.2230769230769231
SAKETH-MYNENI,2.0,0
RADU-ALBOT,41.0,0.12605042016806722
GUILLERMO-GARCIA-LOPEZ,26.0,0.22826086956521738
RAMKUMAR-RAMANATHAN,16.0,0.13186813186813187
NIKOLA-MEKTIC,5.0,0
DUSAN-LAJOVIC,52.0,0.157487922705314
GASTAO-ELIAS,22.0,0.14210526315789473
THIAGO-MONTEIRO,44.0,0.13900134952766532
CASPER-RUUD,23.0,0.09881422924901186
DAMIR-DZUMHUR,62.0,0.19593613933236576
JURGEN-MELZER,8.0,0
NICOLAS-KICKER,36.0,0.11051693404634581
PRAJNESH-GUNNESWARAN,4.0,0
MARCO-TRUNGELLITI,18.0,0.05714285714285714
MILJAN-ZEKIC,15.0,0.08791208791208792
SASI-KUMAR-MUKUND,1.0,0
